1448698231.36|4|2|2|2500000.000000|2041228.387097
1448698241.44|4|2|2|2500000.000000|1909473.032258
1448698251.5|4|2|2|2500000.000000|2047087.483871
1448698261.56|4|2|2|2500000.000000|1819436.387097
1448698271.62|4|2|2|2500000.000000|1872317.419355
1448698281.7|4|2|2|2500000.000000|1721781.677419
1448698291.77|4|2|2|2500000.000000|1742025.806452
1448698301.84|4|2|2|2500000.000000|1851591.225806
1448698311.91|4|2|2|2500000.000000|2025724.387097
1448698321.99|4|2|2|2500000.000000|1877894.709677
1448698332.05|4|2|2|2500000.000000|1939738.322581
1448698342.13|4|2|2|2500000.000000|1979813.677419
1448698352.19|4|2|2|2500000.000000|2014708.645161
1448698362.27|4|2|2|2500000.000000|1717306.838710
1448698372.41|4|2|2|2500000.000000|1527655.225806
1448698382.49|4|2|2|2500000.000000|1946000.516129
1448698392.56|4|2|2|2500000.000000|1842568.774194
1448698402.64|4|2|2|2500000.000000|2007805.419355
1448698412.71|4|2|2|2500000.000000|1619762.580645
1448698422.78|4|2|2|2500000.000000|1704665.290323
1448698432.86|4|2|2|2500000.000000|1616000.516129
1448698442.92|4|2|2|2500000.000000|2026432.516129
1448698452.99|4|2|2|2500000.000000|2079732.129032
1448698463.06|4|2|2|2500000.000000|1941621.161290
1448698473.12|4|2|2|2500000.000000|1732247.741935
1448698483.19|4|2|2|2500000.000000|1765258.322581
1448698493.27|4|2|2|2500000.000000|1765321.290323
1448698503.34|4|2|2|2500000.000000|1548345.290323
1448698513.42|4|2|2|2500000.000000|1466875.870968
1448698523.49|4|2|2|2500000.000000|1612404.645161
1448698533.56|4|2|2|2500000.000000|1714196.645161
1448698543.64|4|2|2|2500000.000000|1838414.451613
1448698553.71|4|2|2|2500000.000000|1949246.451613
1448698563.77|4|2|2|2500000.000000|1922950.709677
1448698573.85|4|2|2|2500000.000000|1778386.064516
1448698583.92|4|2|2|2500000.000000|1811129.290323
1448698594.0|4|2|2|2500000.000000|2097218.064516
1448698604.07|4|2|2|2500000.000000|2120857.290323
1448698614.15|4|2|2|2500000.000000|2068596.129032
1448698624.23|4|2|2|2500000.000000|1944738.064516
1448698634.3|4|2|2|2500000.000000|1715181.935484
1448698644.36|4|2|2|2500000.000000|1706242.064516
1448698654.44|4|2|2|2500000.000000|1289651.096774
1448698664.51|4|2|2|2500000.000000|1498219.354839
1448698674.59|4|2|2|2500000.000000|1611011.612903
1448698684.66|4|2|2|2500000.000000|2114434.500000
1448698694.73|4|2|2|2500000.000000|2248531.612903
1448698704.81|4|2|2|2500000.000000|2219184.000000
1448698714.86|4|2|2|2500000.000000|2265119.483871
1448698724.92|4|2|2|2500000.000000|2149543.741935
1448698734.98|4|2|2|2500000.000000|1865553.548387
1448698745.05|4|2|2|2500000.000000|1916067.612903
1448698755.12|4|2|2|2500000.000000|1647787.870968
1448698765.17|4|2|2|2500000.000000|2057771.870968
1448698775.23|4|2|2|2500000.000000|1898154.838710
1448698785.29|4|2|2|2500000.000000|2228708.645161
1448698795.36|4|2|2|2500000.000000|2015149.419355
1448698805.42|4|2|2|2500000.000000|2073558.709677
1448698815.46|4|2|2|2500000.000000|1617772.387097
1448698825.52|4|2|2|2500000.000000|1585564.903226
1448698835.64|4|2|2|2500000.000000|1863534.967742
1448698845.71|4|2|2|2500000.000000|1827277.935484
1448698855.78|4|2|2|2500000.000000|1762841.806452
1448698865.84|4|2|2|2500000.000000|1431857.032258
1448698875.9|4|2|2|2500000.000000|1713786.322581
1448698885.98|4|2|2|2500000.000000|2063458.064516
1448698896.05|4|2|2|2500000.000000|1802914.580645
1448698906.11|4|2|2|2500000.000000|1019971.612903
1448698918.24|4|2|2|2000000.000000|93469.419355
