1450141017.49|4|2|2|4000000.000000|3543702.400000
1450141027.55|4|2|2|4000000.000000|3866293.333333
1450141037.62|4|2|2|4000000.000000|3919104.640000
1450141047.68|4|2|2|4000000.000000|3928514.514286
1450141057.73|4|2|2|4000000.000000|3948239.288889
1450141067.8|4|2|2|4000000.000000|3959258.327273
1450141077.86|4|2|2|4000000.000000|3933913.311475
1450141087.93|4|2|2|4000000.000000|3988445.333333
1450141098.0|4|2|2|4000000.000000|3148555.789474
1450141108.07|4|2|2|4000000.000000|2356568.000000
1450141118.13|4|2|2|4000000.000000|2381374.974359
1450141128.19|4|2|2|4000000.000000|2076094.693878
1450141138.27|4|2|2|4000000.000000|2146023.322034
1450141148.34|4|2|2|4000000.000000|1916320.131148
1450141161.21|4|2|2|3500000.000000|1828076.800000
1450141171.28|4|2|2|3500000.000000|1933553.200000
1450141181.34|4|2|2|3500000.000000|1971234.400000
1450141191.41|4|2|2|3500000.000000|1890861.073171
1450141201.46|4|2|2|3500000.000000|1901573.490196
1450141211.54|4|2|2|3500000.000000|1907133.770492
1450141224.42|4|2|2|3000000.000000|1376868.000000
1450141234.48|4|2|2|3000000.000000|2195624.400000
1450141244.55|4|2|2|3000000.000000|2457716.800000
1450141254.62|4|2|2|3000000.000000|1890565.800000
1450141264.71|4|2|2|3000000.000000|2114979.360000
1450141274.77|4|2|2|3000000.000000|2264893.733333
1450141284.83|4|2|2|3000000.000000|2992997.333333
1450141294.9|4|2|2|3000000.000000|2450453.894737
1450141304.98|4|2|2|3000000.000000|2640925.517241
1450141315.06|4|2|2|3000000.000000|2731365.948718
1450141325.13|4|2|2|3000000.000000|2742061.714286
1450141335.2|4|2|2|3000000.000000|2571197.288136
1450141345.26|4|2|2|3000000.000000|2399809.704918
1450141355.34|4|2|2|3000000.000000|2526635.555556
1450141365.42|4|2|2|3000000.000000|2219512.000000
1450141375.47|4|2|2|3000000.000000|2124366.620690
1450141385.54|4|2|2|3000000.000000|2126153.641026
1450141395.66|4|2|2|3000000.000000|2085283.591837
1450141405.73|4|2|2|3000000.000000|2088535.600000
1450141415.79|4|2|2|3000000.000000|2070091.555556
1450141425.86|4|2|2|3000000.000000|2068078.736842
1450141435.94|4|2|2|3000000.000000|2132723.310345
1450141446.01|4|2|2|3000000.000000|1944766.564103
1450141456.07|4|2|2|3000000.000000|1932206.040816
1450141466.14|4|2|2|3000000.000000|1889078.508475
1450141476.21|4|2|2|3000000.000000|1865296.918033
1450141486.28|4|2|2|3000000.000000|1994576.888889
1450141496.35|4|2|2|3000000.000000|2040776.000000
1450141506.4|4|2|2|3000000.000000|1962113.931034
1450141516.46|4|2|2|3000000.000000|2092676.102564
1450141526.54|4|2|2|3000000.000000|1946171.102041
1450141536.61|4|2|2|3000000.000000|1960810.711864
1450141546.67|4|2|2|3000000.000000|1854004.196721
1450141556.72|4|2|2|3000000.000000|2354239.111111
1450141566.78|4|2|2|3000000.000000|2185707.368421
1450141576.86|4|2|2|3000000.000000|2019115.034483
1450141586.94|4|2|2|3000000.000000|1782852.307692
1450141597.02|4|2|2|3000000.000000|1732365.387755
1450141607.09|4|2|2|3000000.000000|1729850.847458
1450141617.14|4|2|2|3000000.000000|1612713.311475
1450141627.22|4|2|2|3000000.000000|830674.666667
1450141637.29|4|2|2|3000000.000000|1199284.631579
1450141647.36|4|2|2|3000000.000000|1294873.379310
